
day,entity,product,price_tier,anticipation_method,payment_method,installments,amount_transacted,quantity_transactions,quantity_of_merchants
2025-03-19,PJ,tap,aggressive,D0/Nitro,credit,11,1225.34,1,1
2025-03-19,PJ,tap,aggressive,D1Anticipation,credit,11,24657.24,2,2
2025-03-19,PJ,pos,normal,D1Anticipation,credit,11,129079.91,32,31
2025-03-19,PJ,pos,aggressive,D1Anticipation,credit,11,16857.1,5,5
2025-03-19,PJ,tap,intermediary,D1Anticipation,credit,11,3610,1,1
2025-03-19,PF,tap,normal,D1Anticipation,credit,11,152514.34,72,72
2025-03-19,PJ,tap,normal,D1Anticipation,credit,11,35246.62,17,15
2025-03-19,PF,link,normal,D0/Nitro,credit,12,723693.38,516,500
2025-03-19,PJ,tap,intermediary,D1Anticipation,credit,12,301143.11,61,47
2025-03-19,PF,tap,domination,D1Anticipation,credit,12,7293.31,7,4
2025-03-19,PJ,link,normal,D1Anticipation,credit,12,1107126.74,446,422
2025-03-19,PJ,tap,aggressive,D0/Nitro,credit,12,1994.84,2,2
2025-03-19,PF,tap,normal,D0/Nitro,credit,12,1885434.74,1058,937
2025-03-19,PF,tap,intermediary,D1Anticipation,credit,12,35426.82,11,6
2025-03-19,PJ,link,domination,D0/Nitro,credit,12,3201.58,2,2
2025-03-19,PJ,pos,aggressive,D1Anticipation,credit,12,1614455.51,387,306
2025-03-19,PJ,link,intermediary,D1Anticipation,credit,12,133381.53,48,44
2025-03-19,PJ,pos,intermediary,D1Anticipation,credit,12,1250511.4,308,224
2025-03-19,PJ,pos,intermediary,D0/Nitro,credit,12,5284.75,3,3
2025-03-19,PF,tap,aggressive,D0/Nitro,credit,12,2980,2,2
2025-03-19,PJ,pos,domination,D1Anticipation,credit,12,2369110.59,513,267
2025-03-19,PJ,tap,domination,D1Anticipation,credit,12,374063.56,38,27
2025-03-19,PJ,link,aggressive,D1Anticipation,credit,12,196897.77,63,61
2025-03-19,PJ,tap,normal,D0/Nitro,credit,12,227753.41,96,92
2025-03-19,PJ,pos,normal,D1Anticipation,credit,12,5699444.65,1358,1170
2025-03-19,PF,pos,normal,D1Anticipation,credit,12,37948.72,15,13
2025-03-19,PF,tap,normal,D1Anticipation,credit,12,5510918.22,2171,1973
2025-03-19,PF,link,aggressive,D1Anticipation,credit,12,696.36,2,2
2025-03-19,PF,tap,aggressive,D1Anticipation,credit,12,29168.46,10,10
2025-03-19,PJ,tap,aggressive,D1Anticipation,credit,12,579339.83,93,72
2025-03-19,PJ,pos,domination,D0/Nitro,credit,12,9640,4,2
2025-03-19,PF,pos,normal,D0/Nitro,credit,12,6156.88,1,1
2025-03-19,PJ,pos,aggressive,D0/Nitro,credit,12,7486.27,7,4
2025-03-19,PJ,link,aggressive,D0/Nitro,credit,12,15613.12,7,6
2025-03-19,PJ,pos,normal,D0/Nitro,credit,12,195098.68,74,62
2025-03-19,PJ,tap,normal,D1Anticipation,credit,12,2903605.3,626,571
2025-03-19,PJ,link,domination,D1Anticipation,credit,12,187264.2,49,34
2025-03-19,PF,link,normal,D1Anticipation,credit,12,709765.54,412,394
2025-03-19,PF,pos,intermediary,D1Anticipation,credit,12,995.8,1,1
2025-03-19,PJ,link,normal,D0/Nitro,credit,12,318489.93,185,175
2025-03-19,PJ,link,intermediary,D0/Nitro,credit,12,4826.98,4,4
2025-03-20,PF,tap,normal,D0/Nitro,debit,1,3820151.88,58196,36376
2025-03-20,PF,tap,normal,D0/Nitro,credit,1,12636120.61,72695,55783
2025-03-20,PF,tap,normal,D1Anticipation,debit,1,835069.86,19910,11937
2025-03-20,PJ,tap,normal,D1Anticipation,debit,1,435496.56,6815,4342
2025-03-20,PJ,pix,aggressive,Pix,uninformed,1,3660662.23,59036,7358
2025-03-20,PJ,pos,intermediary,D1Anticipation,debit,1,2369272.95,39587,3628
2025-03-20,PJ,pos,aggressive,D0/Nitro,credit,1,190179.64,2577,522
2025-03-20,PJ,tap,intermediary,D1Anticipation,debit,1,7107.82,89,50
2025-03-20,PJ,tap,domination,D1Anticipation,debit,1,5736.76,52,26
2025-03-20,PJ,tap,domination,D0/Nitro,credit,1,26792,4,4
2025-03-20,PF,pos,aggressive,D0/Nitro,debit,1,366.03,9,2
2025-03-20,PF,pos,aggressive,D1Anticipation,debit,1,448,4,4
2025-03-20,PJ,tap,domination,D0/Nitro,debit,1,1136.58,2,2
2025-03-20,PF,tap,domination,D1Anticipation,credit,1,13539,8,6
2025-03-20,PF,tap,intermediary,D0/Nitro,debit,1,781.56,9,4
2025-03-20,PJ,pix,domination,Pix,uninformed,1,1732401.58,14370,1232
2025-03-20,PJ,pos,normal,D1Anticipation,credit,1,12723961.83,174102,75860
2025-03-20,PJ,tap,aggressive,D1Anticipation,credit,1,276608.31,420,282
2025-03-20,PF,bank_slip,aggressive,Bank Slip,uninformed,1,360,1,1
2025-03-20,PF,tap,intermediary,D1Anticipation,credit,1,25884.73,12,11
2025-03-20,PJ,tap,domination,D1Anticipation,credit,1,208403.04,70,49
2025-03-20,PJ,link,normal,D0/Nitro,credit,1,795190.72,1938,1775
2025-03-20,PJ,pos,normal,D0/Nitro,debit,1,2498175.62,78179,16006
2025-03-20,PJ,pos,domination,D1Anticipation,credit,1,1653301.69,10752,1462
2025-03-20,PJ,pos,aggressive,D1Anticipation,credit,1,3275113.11,39170,8760
2025-03-20,PJ,tap,intermediary,D0/Nitro,debit,1,3315.88,6,5
2025-03-20,PF,pix,aggressive,Pix,uninformed,1,22582.26,100,24
2025-03-20,PF,tap,aggressive,D0/Nitro,debit,1,544.11,28,6
2025-03-20,PF,pos,domination,D1Anticipation,credit,1,378,6,1
2025-03-20,PJ,tap,normal,D0/Nitro,debit,1,431236.79,6548,4028
2025-03-20,PJ,tap,aggressive,D0/Nitro,credit,1,77319.34,141,78
2025-03-20,PJ,pix,intermediary,Pix,uninformed,1,2210579.18,28606,2802
2025-03-20,PJ,pix,normal,Pix,uninformed,1,21542998.89,435101,80420
2025-03-20,PJ,bank_slip,normal,Bank Slip,uninformed,1,390125.03,430,303
2025-03-20,PJ,tap,aggressive,D0/Nitro,debit,1,9533.24,77,26
2025-03-20,PJ,pos,aggressive,D0/Nitro,debit,1,209759.54,6155,545
2025-03-20,PJ,tap,normal,D0/Nitro,credit,1,1990780.21,8555,6606
2025-03-20,PJ,link,normal,D1Anticipation,credit,1,1836681.21,4771,4338
2025-03-20,PF,pos,normal,D1Anticipation,debit,1,75750.38,2152,609
2025-03-20,PJ,tap,aggressive,D1Anticipation,debit,1,28255,300,148
2025-03-20,PF,link,intermediary,D0/Nitro,credit,1,100.52,1,1
2025-03-20,PF,pos,intermediary,D1Anticipation,credit,1,1066.9,6,4
2025-03-20,PJ,bank_slip,intermediary,Bank Slip,uninformed,1,25076.34,15,7
2025-03-20,PF,link,domination,D0/Nitro,credit,1,1039.88,3,3
2025-03-20,PF,pos,normal,D0/Nitro,debit,1,27321.89,1022,255
2025-03-20,PF,pos,aggressive,D0/Nitro,credit,1,170.15,7,2
2025-03-20,PJ,pos,normal,D1Anticipation,debit,1,13885567.49,346604,85809
2025-03-20,PF,pos,normal,D1Anticipation,credit,1,71957.54,1116,542
2025-03-20,PJ,pos,domination,D0/Nitro,debit,1,58245.21,939,56
2025-03-20,PF,tap,aggressive,D1Anticipation,credit,1,43255.71,35,23
2025-03-20,PF,tap,domination,D1Anticipation,debit,1,417.5,11,4
2025-03-20,PF,tap,intermediary,D1Anticipation,debit,1,1057.27,4,4
2025-03-20,PF,pos,aggressive,D1Anticipation,credit,1,1780.19,9,5
2025-03-20,PJ,link,intermediary,D0/Nitro,credit,1,10748.03,14,12
2025-03-20,PJ,link,aggressive,D0/Nitro,credit,1,32346.87,57,38
2025-03-20,PF,tap,aggressive,D1Anticipation,debit,1,3217.71,18,6
2025-03-20,PF,link,normal,D0/Nitro,credit,1,2075152.34,8149,7480
2025-03-20,PF,link,normal,D1Anticipation,credit,1,960834.65,3704,3440
2025-03-20,PJ,link,intermediary,D1Anticipation,credit,1,142537.23,222,179
2025-03-20,PF,tap,aggressive,D0/Nitro,credit,1,15286.86,35,23
2025-03-20,PJ,tap,intermediary,D0/Nitro,credit,1,56338.02,35,28
2025-03-20,PJ,bank_slip,aggressive,Bank Slip,uninformed,1,26490.2,26,18
2025-03-20,PF,pos,intermediary,D1Anticipation,debit,1,3801,9,4
2025-03-20,PF,pix,intermediary,Pix,uninformed,1,9943.23,42,9
2025-03-20,PF,pos,normal,D0/Nitro,credit,1,27841.61,387,195
2025-03-20,PF,tap,normal,D1Anticipation,credit,1,5820639.8,27336,21649
2025-03-20,PF,pix,normal,Pix,uninformed,1,3625725.94,34280,15371
2025-03-20,PJ,pos,domination,D0/Nitro,credit,1,34063.92,336,55
2025-03-20,PF,pix,domination,Pix,uninformed,1,3841.21,66,6
2025-03-20,PJ,link,domination,D1Anticipation,credit,1,57367.17,104,79
2025-03-20,PJ,pos,domination,D1Anticipation,debit,1,1624849.53,20284,1495
2025-03-20,PJ,tap,intermediary,D1Anticipation,credit,1,205835.75,150,110
2025-03-20,PJ,bank_slip,domination,Bank Slip,uninformed,1,17333.5,11,9
2025-03-20,PJ,pos,aggressive,D1Anticipation,debit,1,3988625.3,80969,9508
2025-03-20,PF,pos,domination,D1Anticipation,debit,1,885.5,24,2
2025-03-20,PF,tap,intermediary,D0/Nitro,credit,1,16995.24,20,11
2025-03-20,PF,link,domination,D1Anticipation,credit,1,30,1,1
2025-03-20,PJ,pos,normal,D0/Nitro,credit,1,2077575.02,30634,12898
2025-03-20,PF,bank_slip,normal,Bank Slip,uninformed,1,266482.5,436,382
2025-03-20,PF,link,aggressive,D1Anticipation,credit,1,1962.84,8,7
2025-03-20,PJ,tap,normal,D1Anticipation,credit,1,2539082.14,10527,8185
2025-03-20,PJ,pos,intermediary,D0/Nitro,credit,1,88760.42,1011,152
2025-03-20,PF,tap,domination,D0/Nitro,credit,1,46.59,1,1
2025-03-20,PJ,pos,intermediary,D1Anticipation,credit,1,2147182.15,19352,3316
2025-03-20,PJ,link,aggressive,D1Anticipation,credit,1,263667.21,474,386
2025-03-20,PJ,pos,intermediary,D0/Nitro,debit,1,111438.12,2537,163
2025-03-20,PJ,link,domination,D0/Nitro,credit,1,16593.02,6,6
2025-03-20,PF,link,aggressive,D0/Nitro,credit,1,2256.05,5,5
2025-03-20,PJ,link,domination,D0/Nitro,credit,2,3336.08,3,3
2025-03-20,PF,link,normal,D0/Nitro,credit,2,1053527.24,3249,3142
2025-03-20,PF,tap,intermediary,D0/Nitro,credit,2,3864.86,7,7
2025-03-20,PJ,link,normal,D1Anticipation,credit,2,1510067.93,3717,3394
2025-03-20,PF,pos,aggressive,D1Anticipation,credit,2,270,1,1
2025-03-20,PF,link,normal,D1Anticipation,credit,2,973911.73,2798,2630
2025-03-20,PJ,pos,domination,D0/Nitro,credit,2,8615.15,28,18
2025-03-20,PF,pos,normal,D1Anticipation,credit,2,39483.15,104,96
2025-03-20,PJ,tap,normal,D0/Nitro,credit,2,530711.87,1039,965
2025-03-20,PJ,pos,aggressive,D1Anticipation,credit,2,1235017.71,3881,2840
2025-03-20,PJ,pos,domination,D1Anticipation,credit,2,512098.59,1243,648
2025-03-20,PJ,pos,intermediary,D1Anticipation,credit,2,778935.2,2085,1361
2025-03-20,PF,link,intermediary,D1Anticipation,credit,2,875.32,3,2
2025-03-20,PJ,tap,intermediary,D1Anticipation,credit,2,82303.63,44,35
2025-03-20,PF,link,aggressive,D0/Nitro,credit,2,935.84,3,3
2025-03-20,PJ,pos,intermediary,D0/Nitro,credit,2,19328.75,47,32
2025-03-20,PJ,tap,domination,D0/Nitro,credit,2,2451.42,2,2
2025-03-20,PJ,tap,aggressive,D0/Nitro,credit,2,13918.65,18,15
2025-03-20,PJ,link,intermediary,D1Anticipation,credit,2,203749.63,225,176
2025-03-20,PJ,tap,intermediary,D0/Nitro,credit,2,79,1,1
2025-03-20,PJ,pos,normal,D0/Nitro,credit,2,611952.84,1770,1580
2025-03-20,PJ,tap,normal,D1Anticipation,credit,2,1076930,1979,1886
2025-03-20,PF,pos,normal,D0/Nitro,credit,2,4099.26,21,20
2025-03-20,PF,pos,intermediary,D1Anticipation,credit,2,700,1,1
2025-03-20,PF,tap,aggressive,D1Anticipation,credit,2,30873.27,12,11
2025-03-20,PF,tap,normal,D1Anticipation,credit,2,2385201.34,5356,5109
2025-03-20,PJ,link,normal,D0/Nitro,credit,2,404047.29,888,838
2025-03-20,PF,tap,domination,D1Anticipation,credit,2,1812,4,3
2025-03-20,PF,link,domination,D1Anticipation,credit,2,260.89,1,1
2025-03-20,PJ,link,intermediary,D0/Nitro,credit,2,8651.73,14,11
2025-03-20,PF,tap,domination,D0/Nitro,credit,2,520,1,1
2025-03-20,PF,tap,aggressive,D0/Nitro,credit,2,1290.33,5,5
2025-03-20,PJ,link,aggressive,D1Anticipation,credit,2,282859.48,476,380
2025-03-20,PJ,link,domination,D1Anticipation,credit,2,67610.34,103,68
2025-03-20,PF,tap,normal,D0/Nitro,credit,2,3265774.55,9446,8765
2025-03-20,PJ,pos,aggressive,D0/Nitro,credit,2,58589.71,111,90
2025-03-20,PF,link,aggressive,D1Anticipation,credit,2,5087.56,13,12
2025-03-20,PJ,tap,aggressive,D1Anticipation,credit,2,224920.58,123,112
2025-03-20,PF,tap,intermediary,D1Anticipation,credit,2,731.7,3,3
2025-03-20,PJ,tap,domination,D1Anticipation,credit,2,40824.14,13,12
2025-03-20,PJ,link,aggressive,D0/Nitro,credit,2,42569.52,41,31
2025-03-20,PJ,pos,normal,D1Anticipation,credit,2,5550748.63,18265,15847
2025-03-20,PJ,link,intermediary,D1Anticipation,credit,3,250082.75,281,199
2025-03-20,PF,pos,normal,D1Anticipation,credit,3,37963.79,69,66
2025-03-20,PF,link,aggressive,D1Anticipation,credit,3,1244.69,5,4
2025-03-20,PJ,tap,intermediary,D1Anticipation,credit,3,114944.35,42,37
2025-03-20,PJ,link,intermediary,D0/Nitro,credit,3,16955.53,20,12
2025-03-20,PJ,pos,intermediary,D0/Nitro,credit,3,28779.33,27,24
2025-03-20,PJ,pos,domination,D0/Nitro,credit,3,6654.22,9,8
2025-03-20,PJ,tap,aggressive,D0/Nitro,credit,3,25741.98,14,14
2025-03-20,PJ,link,domination,D0/Nitro,credit,3,3442,4,4
2025-03-20,PJ,link,aggressive,D1Anticipation,credit,3,462585,565,434
2025-03-20,PF,tap,domination,D0/Nitro,credit,3,900,1,1
2025-03-20,PJ,link,normal,D0/Nitro,credit,3,490597.88,724,684
2025-03-20,PJ,tap,normal,D1Anticipation,credit,3,1436498.41,1572,1504
2025-03-20,PJ,tap,normal,D0/Nitro,credit,3,431152.96,584,558
2025-03-20,PJ,link,aggressive,D0/Nitro,credit,3,30178.96,32,29
2025-03-20,PF,tap,aggressive,D1Anticipation,credit,3,21889.11,10,10
2025-03-20,PJ,tap,domination,D1Anticipation,credit,3,22962.54,26,21
2025-03-20,PF,link,domination,D1Anticipation,credit,3,1880,3,3
2025-03-20,PJ,pos,normal,D0/Nitro,credit,3,668917.09,929,872
2025-03-20,PJ,link,domination,D1Anticipation,credit,3,174239.35,174,89
2025-03-20,PF,pos,normal,D0/Nitro,credit,3,4806.82,9,8
2025-03-20,PF,tap,normal,D0/Nitro,credit,3,2684056.61,5064,4804
2025-03-20,PJ,pos,intermediary,D1Anticipation,credit,3,957860.17,1477,1037
2025-03-20,PJ,tap,intermediary,D0/Nitro,credit,3,17978,4,3
2025-03-20,PJ,link,normal,D1Anticipation,credit,3,2538049.2,3719,3321
2025-03-20,PF,link,intermediary,D0/Nitro,credit,3,1297,1,1
2025-03-20,PF,pos,aggressive,D1Anticipation,credit,3,380,1,1
2025-03-20,PF,tap,normal,D1Anticipation,credit,3,2827211.1,4161,4001
2025-03-20,PF,pos,intermediary,D1Anticipation,credit,3,759,1,1
2025-03-20,PF,link,intermediary,D1Anticipation,credit,3,1574,4,3
2025-03-20,PF,pos,domination,D1Anticipation,credit,3,663.39,1,1
2025-03-20,PF,link,normal,D0/Nitro,credit,3,1008997.01,2080,2033
2025-03-20,PF,tap,domination,D1Anticipation,credit,3,3100,2,2
2025-03-20,PF,tap,aggressive,D0/Nitro,credit,3,1527.09,3,3
2025-03-20,PF,link,aggressive,D0/Nitro,credit,3,1990,2,2
2025-03-20,PJ,pos,aggressive,D1Anticipation,credit,3,1750236.95,2666,2124
2025-03-20,PF,tap,intermediary,D1Anticipation,credit,3,778,3,2
2025-03-20,PF,link,normal,D1Anticipation,credit,3,1272362.96,2392,2248
2025-03-20,PF,tap,intermediary,D0/Nitro,credit,3,1770.6,2,2
2025-03-20,PJ,tap,aggressive,D1Anticipation,credit,3,214341.74,126,114
2025-03-20,PJ,pos,domination,D1Anticipation,credit,3,665449.55,846,559
2025-03-20,PJ,pos,normal,D1Anticipation,credit,3,6530051.44,11691,10425
2025-03-20,PJ,pos,aggressive,D0/Nitro,credit,3,63285.17,74,62
2025-03-20,PJ,pos,normal,D0/Nitro,credit,4,419811.46,431,409
2025-03-20,PJ,tap,normal,D1Anticipation,credit,4,1091592.87,869,838
2025-03-20,PF,link,aggressive,D1Anticipation,credit,4,5980.77,6,5
2025-03-20,PF,pos,normal,D0/Nitro,credit,4,4404.88,6,5
2025-03-20,PJ,link,domination,D1Anticipation,credit,4,108123.65,87,61
2025-03-20,PJ,link,intermediary,D1Anticipation,credit,4,193273.14,131,103
2025-03-20,PF,link,normal,D1Anticipation,credit,4,891314.49,1155,1121
2025-03-20,PF,tap,aggressive,D0/Nitro,credit,4,457.62,1,1
2025-03-20,PJ,link,normal,D1Anticipation,credit,4,1542800.95,1724,1605
2025-03-20,PF,link,normal,D0/Nitro,credit,4,805790.63,1184,1168
2025-03-20,PJ,link,normal,D0/Nitro,credit,4,361565.3,347,342
2025-03-20,PJ,link,aggressive,D1Anticipation,credit,4,310563.45,238,206
2025-03-20,PF,tap,aggressive,D1Anticipation,credit,4,13896.08,7,7
2025-03-20,PJ,tap,intermediary,D1Anticipation,credit,4,149805.83,35,31
2025-03-20,PJ,link,intermediary,D0/Nitro,credit,4,19272.61,10,9
2025-03-20,PF,link,intermediary,D0/Nitro,credit,4,2000,1,1
2025-03-20,PF,tap,domination,D1Anticipation,credit,4,4018.62,3,3
2025-03-20,PJ,pos,aggressive,D1Anticipation,credit,4,1171298.82,1199,1048
2025-03-20,PJ,tap,aggressive,D0/Nitro,credit,4,13939.47,8,8
2025-03-20,PJ,link,domination,D0/Nitro,credit,4,2098.8,2,2
2025-03-20,PF,pos,intermediary,D1Anticipation,credit,4,440,1,1
2025-03-20,PJ,link,aggressive,D0/Nitro,credit,4,5847.44,8,8
2025-03-20,PJ,pos,domination,D1Anticipation,credit,4,534928.78,468,339
2025-03-20,PF,tap,normal,D1Anticipation,credit,4,2888073.19,3107,2973
2025-03-20,PJ,pos,aggressive,D0/Nitro,credit,4,43480.87,38,31
2025-03-20,PJ,pos,domination,D0/Nitro,credit,4,7280.67,9,8
2025-03-20,PJ,tap,intermediary,D0/Nitro,credit,4,5204,3,3
2025-03-20,PF,tap,normal,D0/Nitro,credit,4,2290686.79,3221,3070
2025-03-20,PJ,pos,intermediary,D1Anticipation,credit,4,672026.64,624,531
2025-03-20,PJ,tap,domination,D1Anticipation,credit,4,13866.68,15,13
2025-03-20,PJ,pos,intermediary,D0/Nitro,credit,4,11827.51,8,8
2025-03-20,PF,pos,normal,D1Anticipation,credit,4,30382.99,31,31
2025-03-20,PF,link,aggressive,D0/Nitro,credit,4,5753.08,1,1
2025-03-20,PJ,tap,normal,D0/Nitro,credit,4,343100.54,317,303
2025-03-20,PJ,tap,aggressive,D1Anticipation,credit,4,145763.96,63,58
2025-03-20,PJ,pos,normal,D1Anticipation,credit,4,4317930.77,4918,4600
2025-03-20,PF,tap,intermediary,D1Anticipation,credit,4,975.85,1,1
2025-03-20,PJ,tap,normal,D0/Nitro,credit,5,244194.18,236,224
2025-03-20,PF,link,normal,D0/Nitro,credit,5,720172.71,801,797
2025-03-20,PJ,link,normal,D0/Nitro,credit,5,278424.67,252,245
2025-03-20,PJ,link,intermediary,D0/Nitro,credit,5,17141.85,5,5
2025-03-20,PJ,pos,aggressive,D0/Nitro,credit,5,34361.45,23,19
2025-03-20,PF,tap,domination,D1Anticipation,credit,5,6977.59,3,3
2025-03-20,PJ,link,domination,D1Anticipation,credit,5,190798.65,63,48
2025-03-20,PJ,link,aggressive,D0/Nitro,credit,5,11871.53,18,13
2025-03-20,PJ,pos,intermediary,D0/Nitro,credit,5,11230.88,10,9
2025-03-20,PJ,tap,aggressive,D0/Nitro,credit,5,2439.44,2,2
2025-03-20,PJ,link,normal,D1Anticipation,credit,5,1296386.3,979,935
2025-03-20,PJ,link,domination,D0/Nitro,credit,5,9972,5,4
2025-03-20,PJ,pos,normal,D1Anticipation,credit,5,3610966.96,3017,2831
2025-03-20,PF,link,normal,D1Anticipation,credit,5,784807.61,820,800
2025-03-20,PF,tap,normal,D0/Nitro,credit,5,1930865.96,2233,2130
2025-03-20,PF,tap,aggressive,D0/Nitro,credit,5,4394.25,4,3
2025-03-20,PJ,pos,domination,D0/Nitro,credit,5,6845,3,3
2025-03-20,PF,tap,normal,D1Anticipation,credit,5,2654316.48,2380,2266
2025-03-20,PJ,tap,aggressive,D1Anticipation,credit,5,110841.81,51,45
2025-03-20,PF,link,aggressive,D0/Nitro,credit,5,1200,1,1
2025-03-20,PJ,tap,intermediary,D1Anticipation,credit,5,84632.97,26,24
2025-03-20,PF,tap,aggressive,D1Anticipation,credit,5,8091.1,5,4
2025-03-20,PF,pos,intermediary,D1Anticipation,credit,5,660,1,1
2025-03-20,PJ,tap,normal,D1Anticipation,credit,5,1021375.89,605,585
2025-03-20,PJ,link,aggressive,D1Anticipation,credit,5,254744.24,156,118
2025-03-20,PF,pos,normal,D0/Nitro,credit,5,7107.19,8,7
2025-03-20,PF,tap,intermediary,D1Anticipation,credit,5,6367.41,2,2
2025-03-20,PJ,pos,aggressive,D1Anticipation,credit,5,958638.4,750,670
2025-03-20,PJ,pos,normal,D0/Nitro,credit,5,301952.89,258,241
2025-03-20,PJ,pos,intermediary,D1Anticipation,credit,5,506435.84,442,380
2025-03-20,PJ,tap,domination,D1Anticipation,credit,5,44642.37,14,13
2025-03-20,PJ,pos,domination,D1Anticipation,credit,5,794810.36,366,262
2025-03-20,PJ,tap,intermediary,D0/Nitro,credit,5,1817.54,2,2
2025-03-20,PF,link,aggressive,D1Anticipation,credit,5,1708.38,3,3
2025-03-20,PF,pos,normal,D1Anticipation,credit,5,29040.52,28,28
2025-03-20,PJ,link,intermediary,D1Anticipation,credit,5,144910.66,92,71
2025-03-20,PJ,link,intermediary,D1Anticipation,credit,6,326692.42,121,92
2025-03-20,PJ,link,intermediary,D0/Nitro,credit,6,9669.1,6,6
2025-03-20,PF,link,aggressive,D1Anticipation,credit,6,1105.34,2,2
2025-03-20,PJ,link,normal,D0/Nitro,credit,6,273673.58,206,204
2025-03-20,PJ,pos,domination,D1Anticipation,credit,6,768207.19,389,296
2025-03-20,PF,tap,domination,D1Anticipation,credit,6,1000,2,1
2025-03-20,PF,link,intermediary,D0/Nitro,credit,6,600,1,1
2025-03-20,PJ,pos,intermediary,D1Anticipation,credit,6,797378.77,471,383
2025-03-20,PF,tap,intermediary,D1Anticipation,credit,6,3220,3,2
2025-03-20,PF,pos,intermediary,D1Anticipation,credit,6,2270.4,2,2
2025-03-20,PF,pos,normal,D1Anticipation,credit,6,11220.82,9,8
2025-03-20,PJ,link,domination,D0/Nitro,credit,6,5607,4,4
2025-03-20,PJ,pos,aggressive,D1Anticipation,credit,6,1297837.18,779,681
2025-03-20,PF,pos,normal,D0/Nitro,credit,6,5500,3,3
2025-03-20,PF,link,normal,D0/Nitro,credit,6,598154.98,537,526
2025-03-20,PF,tap,normal,D0/Nitro,credit,6,1678079.06,1472,1416
2025-03-20,PF,tap,normal,D1Anticipation,credit,6,2348158.85,1806,1736
2025-03-20,PJ,pos,normal,D0/Nitro,credit,6,319995.86,220,202
2025-03-20,PF,link,normal,D1Anticipation,credit,6,773788.99,671,657
2025-03-20,PJ,link,domination,D1Anticipation,credit,6,267353.12,98,51
2025-03-20,PJ,tap,intermediary,D0/Nitro,credit,6,701.68,1,1
2025-03-20,PJ,pos,domination,D0/Nitro,credit,6,7216.36,5,5
2025-03-20,PF,link,aggressive,D0/Nitro,credit,6,1900,1,1
2025-03-20,PJ,tap,aggressive,D1Anticipation,credit,6,134071.65,59,52
2025-03-20,PJ,tap,intermediary,D1Anticipation,credit,6,120697.44,22,21
2025-03-20,PJ,pos,normal,D1Anticipation,credit,6,3718647.9,2659,2439
2025-03-20,PF,pos,domination,D1Anticipation,credit,6,1893.54,1,1
2025-03-20,PF,tap,aggressive,D0/Nitro,credit,6,1499.58,1,1
2025-03-20,PJ,tap,aggressive,D0/Nitro,credit,6,14712.35,6,6
2025-03-20,PJ,tap,normal,D1Anticipation,credit,6,1071150.02,541,519
2025-03-20,PF,tap,aggressive,D1Anticipation,credit,6,4164.68,4,4
2025-03-20,PJ,tap,domination,D1Anticipation,credit,6,58607.23,9,8
2025-03-20,PJ,link,aggressive,D1Anticipation,credit,6,340359.49,180,151
2025-03-20,PJ,link,aggressive,D0/Nitro,credit,6,21547,15,14
2025-03-20,PJ,pos,intermediary,D0/Nitro,credit,6,8460.91,9,7
2025-03-20,PJ,tap,domination,D0/Nitro,credit,6,10000,1,1
2025-03-20,PJ,pos,aggressive,D0/Nitro,credit,6,27181.01,23,21
2025-03-20,PJ,tap,normal,D0/Nitro,credit,6,240444.83,159,154
2025-03-20,PJ,link,normal,D1Anticipation,credit,6,1592831.62,1010,933
2025-03-20,PJ,pos,normal,D0/Nitro,credit,7,48362.02,36,33
2025-03-20,PJ,link,aggressive,D1Anticipation,credit,7,13554.04,12,12
2025-03-20,PJ,pos,domination,D1Anticipation,credit,7,58816.12,39,38
2025-03-20,PJ,link,intermediary,D0/Nitro,credit,7,849.95,1,1
2025-03-20,PF,tap,domination,D1Anticipation,credit,7,5800,2,2
2025-03-20,PJ,tap,intermediary,D1Anticipation,credit,7,33515.63,6,5
2025-03-20,PJ,tap,normal,D1Anticipation,credit,7,275375.34,152,150
2025-03-20,PF,link,normal,D0/Nitro,credit,7,173922.47,165,164
2025-03-20,PJ,tap,aggressive,D1Anticipation,credit,7,71106.84,21,20
2025-03-20,PJ,link,intermediary,D1Anticipation,credit,7,17663.5,13,12
2025-03-20,PJ,tap,normal,D0/Nitro,credit,7,34577.5,28,28
2025-03-20,PJ,pos,aggressive,D1Anticipation,credit,7,198149.82,89,86
2025-03-20,PF,tap,normal,D0/Nitro,credit,7,540917.4,484,472
2025-03-20,PF,tap,aggressive,D1Anticipation,credit,7,4411,2,2
2025-03-20,PJ,tap,domination,D1Anticipation,credit,7,1402.13,2,2
2025-03-20,PJ,link,aggressive,D0/Nitro,credit,7,3061.6,2,2
2025-03-20,PJ,link,domination,D0/Nitro,credit,7,2124.85,1,1
2025-03-20,PJ,link,normal,D1Anticipation,credit,7,160211.36,113,109
2025-03-20,PJ,link,domination,D1Anticipation,credit,7,10627.88,6,6
2025-03-20,PJ,pos,intermediary,D1Anticipation,credit,7,153154.31,69,62
2025-03-20,PF,tap,normal,D1Anticipation,credit,7,1115070.32,729,702
2025-03-20,PF,pos,normal,D0/Nitro,credit,7,250,1,1
2025-03-20,PF,pos,aggressive,D1Anticipation,credit,7,680,1,1
2025-03-20,PJ,link,normal,D0/Nitro,credit,7,47163.91,35,34
2025-03-20,PF,pos,normal,D1Anticipation,credit,7,8027.02,8,7
2025-03-20,PF,link,normal,D1Anticipation,credit,7,131116.55,114,113
2025-03-20,PJ,pos,aggressive,D0/Nitro,credit,7,1218.79,2,2
